age,annual_income,education,dependents,tenure,contract,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,gender_Female,gender_Male,gender_Other,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,payment_method_bank_transfer,payment_method_credit_card,payment_method_electronic_check,payment_method_mailed_check,churn
-0.9480199700400572,-0.0827292527855876,1,0.2229847888248324,-0.4680185271718092,2,1,0,1.95197920560796,-0.0252196789881405,2.432967157454937,1,1,0,1,0,1,1,1,1.2240862510300927,1.5564331148779866,-1.184530098652165,0.9478883548430188,-0.0742578871471178,-0.4787099094607559,0.4818636299615256,1,0,0,0,1,0,0,1,0,0,0,0
1.4008821240328186,-0.6421459506571012,0,1.340911768050734,-1.0659612673298204,1,1,0,-1.031623208250731,-0.9887583768330744,-1.107155171720896,1,1,0,1,0,1,0,1,-2.2415417549749628,0.3488535640750888,1.5052707595360335,0.9478883548430188,-0.2614868596756338,-0.7680872335423169,-0.5895173803280285,0,1,0,0,1,0,0,0,1,0,0,0
-0.1880810572517739,-0.2606914622011566,3,0.2229847888248324,2.4718666119384114,1,1,1,0.4599971085116531,3.15665728636613,0.3088937599494372,1,1,0,1,0,0,0,0,-0.0755242512218031,-0.8587259867278092,0.1603703304419343,-0.6323647491194629,-0.6855604824527226,-0.8571264101827971,-0.6710355006761467,1,0,0,0,1,0,0,0,0,1,0,0
-0.6025931914999285,-0.0991837212272422,3,-0.8949421904010691,-0.4680185271718092,2,0,0,-0.7280895080897707,-0.5565583854080226,-1.107155171720896,1,1,1,0,0,0,1,0,0.7908827502794606,0.3488535640750888,-1.184530098652165,0.9478883548430188,1.6030796704927246,-0.2561119678595551,-1.2416623431129743,0,1,0,1,0,0,0,0,1,0,0,0
-0.6716785472079543,0.0060755013778797,3,-0.8949421904010691,-0.966304143970152,1,1,0,-0.3576264461531511,-0.9272610980942518,-0.3991307058857294,1,1,1,1,0,0,1,1,-0.5087277519724351,1.5564331148779866,-0.5120798841051154,-0.6323647491194629,-0.7520267677003458,0.2781230919833266,-1.3231804634610926,1,0,0,0,1,0,0,1,0,0,0,1
-0.5335078357919028,-0.2606914622011566,0,-0.8949421904010691,-0.2687042804524722,2,1,0,-2.164357433762015,-0.7769726176272035,-1.107155171720896,1,0,0,0,0,0,1,1,1.2240862510300927,0.3488535640750888,-1.184530098652165,0.9478883548430188,-0.901575909507498,1.0572158875875293,1.2621084961506577,0,1,0,0,1,0,0,0,1,0,0,0
-0.1189957015437481,-0.6832788446314942,1,-0.8949421904010691,1.4254668166618925,1,1,0,-0.1647975281724694,1.0971694288434757,-0.3991307058857294,1,1,0,1,0,1,1,1,0.3576792495288287,1.5564331148779866,0.1603703304419343,-0.6323647491194629,-0.0967253638505398,-0.7013078510619567,-1.5793802702694644,0,1,0,1,0,0,0,0,1,0,0,0
0.433687144120458,0.2197571960729487,0,0.2229847888248324,-0.617504212211312,2,1,0,-0.6101491192310421,-0.6560131819978136,-1.107155171720896,1,1,1,0,0,0,0,1,-1.375134753473699,-0.8587259867278092,-0.5120798841051154,0.9478883548430188,3.093188255604051,-0.9684253809833976,-0.7641990667882819,0,1,0,0,1,0,0,1,0,0,0,0
-0.8789346143320316,-0.9689642685780104,4,-0.8949421904010691,0.7776955148240471,1,1,0,-0.1061891140770275,0.6753224959761681,-1.107155171720896,0,1,0,1,1,1,0,1,1.2240862510300927,0.3488535640750888,0.8328205449889841,-0.6323647491194629,1.6718863178969543,0.2336035036630864,-0.7409081752602481,1,0,0,0,1,0,0,0,0,1,0,0
-0.0499103458357223,-0.5049576529619495,2,1.340911768050734,-1.016132705649986,1,0,0,-0.493294071374081,-0.9349856886517974,-1.107155171720896,0,1,0,0,1,0,1,1,0.3576792495288287,0.3488535640750888,-1.184530098652165,-0.6323647491194629,-0.352995019998946,0.0110055620618857,0.8545178944100662,0,1,0,1,0,0,0,0,1,0,0,0
0.1573457212883549,0.6493539493832196,0,1.340911768050734,1.126495446582887,1,1,0,0.3619546380186613,1.3536613252172804,1.016918225784604,1,1,0,0,0,1,1,0,-0.0755242512218031,0.3488535640750888,0.1603703304419343,-0.6323647491194629,0.2557331769343915,-0.0112542320982343,1.8909625674075696,1,0,0,1,0,0,0,0,0,1,0,0
-0.0499103458357223,-0.1642180878910406,2,2.4588387472766358,-0.0693900337331352,2,1,0,0.6705532628545366,0.2570467306028008,0.3088937599494372,1,1,0,1,0,1,1,0,-0.9419312527230672,0.3488535640750888,0.8328205449889841,-0.6323647491194629,-0.5004378358651524,-0.3006315561797953,1.518308302959029,1,0,0,0,0,1,0,0,0,0,1,0
0.433687144120458,-0.9875723574493752,0,-0.8949421904010691,-0.966304143970152,2,0,0,-0.7454549641180493,-0.907364593485154,-0.3991307058857294,1,1,0,0,0,0,0,1,0.3576792495288287,1.5564331148779866,0.8328205449889841,-0.6323647491194629,-0.7639626146990386,-0.1225532028988347,-0.6360991633840961,0,1,0,0,1,0,0,0,0,0,1,0
-0.8098492586240058,-1.0241718886120528,0,0.2229847888248324,0.0800956513063675,2,0,0,1.578260120666038,0.8345610763426267,1.7249426916197703,1,1,0,1,1,1,0,0,1.2240862510300927,-0.8587259867278092,-1.184530098652165,-0.6323647491194629,-0.16576604747043,0.4784612394244072,-0.1353449955313697,1,0,0,0,0,0,1,1,0,0,0,0
-1.7770442385363665,1.5774346348692263,3,1.340911768050734,1.176324008262721,2,1,0,0.6937072042255753,1.6065210558946086,0.3088937599494372,0,1,0,1,0,1,0,0,1.2240862510300927,-0.8587259867278092,-1.184530098652165,-0.6323647491194629,1.904752352479296,-0.6345284685815964,0.5284454130175932,0,1,0,0,0,1,0,0,0,0,1,0
0.7791139226605868,2.658355189704905,0,-0.8949421904010691,0.0800956513063675,1,1,0,1.6147999343922093,-0.0196462151168127,0.3088937599494372,1,1,1,1,0,1,0,0,0.3576792495288287,-0.8587259867278092,0.1603703304419343,-0.6323647491194629,-0.3862281626227576,-0.211592379539315,-0.1935722243514541,0,1,0,0,1,0,0,0,0,1,0,1
0.2264310769963806,0.7170649117649467,2,-0.8949421904010691,-0.6673327738911463,1,0,0,-1.0334321099203434,-0.8361297835050897,0.3088937599494372,1,1,0,0,1,1,1,1,-0.5087277519724351,-0.8587259867278092,0.8328205449889841,0.9478883548430188,0.4195585278968431,-0.3451511445000355,-2.219879787290393,0,1,0,0,0,1,0,1,0,0,0,0
0.0882603655803291,-0.7530833467309691,1,1.340911768050734,-0.1690471570928037,2,1,0,-1.082272454999878,-0.472563860515602,1.7249426916197703,0,0,0,0,0,0,0,0,0.7908827502794606,0.3488535640750888,1.5052707595360335,-0.6323647491194629,-0.901575909507498,-0.523229497780996,-0.6011628260920454,0,1,0,0,0,1,0,0,0,1,0,0
0.7791139226605868,-0.1280686158797908,2,-0.8949421904010691,1.7244381867408978,0,1,0,-1.4382643035795983,0.5999398082236386,-0.3991307058857294,1,1,1,0,0,0,1,1,0.3576792495288287,0.3488535640750888,-1.184530098652165,-0.6323647491194629,0.1080563248525245,-0.8126068218625571,-0.6360991633840961,0,1,0,0,0,1,0,0,0,0,1,0
0.8481992783686125,-0.7901823670853715,0,-0.8949421904010691,-0.9164755822903176,2,1,0,0.7324176999552805,-0.8396177716319354,1.7249426916197703,1,1,0,0,1,1,1,1,-1.375134753473699,1.5564331148779866,0.1603703304419343,-0.6323647491194629,1.8279884737426044,-0.3674109386601555,0.2838910519732384,1,0,0,0,1,0,0,0,1,0,0,0
